stem,class,source,session_id
with_poi_tpos_IMG_1493,negative,labeled,legacy
with_poi_tpos_IMG_1494,negative,labeled,legacy
with_poi_tpos_IMG_1495,negative,labeled,legacy
with_poi_tpos_IMG_1496,negative,labeled,legacy
with_poi_tpos_IMG_1497,positive,labeled,legacy
with_poi_tpos_IMG_1498,positive,labeled,legacy
with_poi_tpos_IMG_1499,negative,labeled,legacy
with_poi_tpos_IMG_1500,negative,labeled,legacy
with_poi_tpos_IMG_1501,negative,labeled,legacy
with_poi_tpos_IMG_1502,negative,labeled,legacy
with_poi_tpos_IMG_1503,positive,labeled,legacy
with_poi_tpos_IMG_1504,positive,labeled,legacy
with_poi_tpos_IMG_1505,negative,labeled,legacy
with_poi_tpos_IMG_1506,negative,labeled,legacy
with_poi_tpos_IMG_1507,negative,labeled,legacy
with_poi_tpos_IMG_1508,negative,labeled,legacy
with_poi_tpos_IMG_1509,negative,labeled,legacy
with_poi_tpos_IMG_1510,negative,labeled,legacy
with_poi_tpos_IMG_1511,negative,labeled,legacy
with_poi_tpos_IMG_1512,negative,labeled,legacy
with_poi_tpos_IMG_1513,negative,labeled,legacy
with_poi_tpos_IMG_1514,negative,labeled,legacy
with_poi_tpos_IMG_1515,negative,labeled,legacy
with_poi_tpos_IMG_1516,negative,labeled,legacy
with_poi_tpos_IMG_1517,negative,labeled,legacy
with_poi_tpos_IMG_1518,negative,labeled,legacy
with_poi_tpos_IMG_1519,positive,labeled,legacy
with_poi_tpos_IMG_1520,positive,labeled,legacy
with_poi_tpos_IMG_1521,negative,labeled,legacy
with_poi_tpos_IMG_1522,negative,labeled,legacy
with_poi_tpos_IMG_1523,negative,labeled,legacy
with_poi_tpos_IMG_1524,negative,labeled,legacy
with_poi_tpos_IMG_1525,negative,labeled,legacy
with_poi_tpos_IMG_1526,negative,labeled,legacy
with_poi_tpos_IMG_1527,negative,labeled,legacy
with_poi_tpos_IMG_1528,negative,labeled,legacy
with_poi_tpos_IMG_1529,positive,labeled,legacy
with_poi_tpos_IMG_1530,positive,labeled,legacy
with_poi_tpos_IMG_1531,negative,labeled,legacy
with_poi_tpos_IMG_1532,negative,labeled,legacy
with_poi_tpos_IMG_1533,negative,labeled,legacy
with_poi_tpos_IMG_1534,negative,labeled,legacy
with_poi_tpos_IMG_1535,negative,labeled,legacy
with_poi_tpos_IMG_1536,negative,labeled,legacy
with_poi_tpos_IMG_1537,negative,labeled,legacy
with_poi_tpos_IMG_1538,negative,labeled,legacy
with_poi_tpos_IMG_1539,negative,labeled,legacy
with_poi_tpos_IMG_1540,negative,labeled,legacy
with_poi_tpos_IMG_1541,negative,labeled,legacy
with_poi_tpos_IMG_1542,negative,labeled,legacy
with_poi_tpos_IMG_1543,negative,labeled,legacy
with_poi_tpos_IMG_1544,negative,labeled,legacy
with_poi_tpos_IMG_1545,positive,labeled,legacy
with_poi_tpos_IMG_1546,positive,labeled,legacy
with_poi_tpos_IMG_1547,negative,labeled,legacy
with_poi_tpos_IMG_1548,negative,labeled,legacy
with_poi_tpos_IMG_1549,positive,labeled,legacy
with_poi_tpos_IMG_1550,negative,labeled,legacy
with_poi_tpos_IMG_1551,positive,labeled,legacy
with_poi_tpos_IMG_1552,negative,labeled,legacy
with_poi_tpos_IMG_1553,negative,labeled,legacy
with_poi_tpos_IMG_1554,negative,labeled,legacy
with_poi_tpos_IMG_1555,positive,labeled,legacy
with_poi_tpos_IMG_1556,negative,labeled,legacy
with_poi_tpos_IMG_1557,negative,labeled,legacy
with_poi_tpos_IMG_1558,negative,labeled,legacy
with_poi_tpos_IMG_1559,negative,labeled,legacy
with_poi_tpos_IMG_1560,negative,labeled,legacy
with_poi_tpos_IMG_1561,negative,labeled,legacy
with_poi_tpos_IMG_1562,negative,labeled,legacy
with_poi_tpos_IMG_1563,negative,labeled,legacy
with_poi_tpos_IMG_1564,negative,labeled,legacy
with_poi_tpos_IMG_1565,negative,labeled,legacy
with_poi_tpos_IMG_1566,negative,labeled,legacy
with_poi_tpos_IMG_1567,negative,labeled,legacy
with_poi_tpos_IMG_1568,negative,labeled,legacy
with_poi_tpos_IMG_1569,negative,labeled,legacy
with_poi_tpos_IMG_1570,negative,labeled,legacy
with_poi_tpos_IMG_1571,negative,labeled,legacy
with_poi_tpos_IMG_1572,negative,labeled,legacy
with_poi_tpos_IMG_1573,negative,labeled,legacy
with_poi_tpos_IMG_1574,negative,labeled,legacy
with_poi_tpos_IMG_1575,positive,labeled,legacy
with_poi_tpos_IMG_1576,negative,labeled,legacy
with_poi_tpos_IMG_1577,negative,labeled,legacy
with_poi_tpos_IMG_1578,negative,labeled,legacy
with_poi_tpos_IMG_1579,negative,labeled,legacy
with_poi_tpos_IMG_1580,negative,labeled,legacy
with_poi_tpos_IMG_1581,negative,labeled,legacy
with_poi_tpos_IMG_1582,negative,labeled,legacy
with_poi_tpos_IMG_1583,negative,labeled,legacy
with_poi_tpos_IMG_1584,negative,labeled,legacy
with_poi_tpos_IMG_1585,negative,labeled,legacy
with_poi_tpos_IMG_1586,negative,labeled,legacy
with_poi_tpos_IMG_1587,negative,labeled,legacy
with_poi_tpos_IMG_1588,negative,labeled,legacy
with_poi_tpos_IMG_1589,negative,labeled,legacy
with_poi_tpos_IMG_1590,negative,labeled,legacy
with_poi_tpos_IMG_1591,negative,labeled,legacy
with_poi_tpos_IMG_1592,negative,labeled,legacy
with_poi_tpos_IMG_1593,negative,labeled,legacy
with_poi_tpos_IMG_1594,negative,labeled,legacy
with_poi_tpos_IMG_1595,negative,labeled,legacy
with_poi_tpos_IMG_1596,negative,labeled,legacy
with_poi_tpos_IMG_1597,positive,labeled,legacy
with_poi_tpos_IMG_1598,negative,labeled,legacy
with_poi_tpos_IMG_1599,negative,labeled,legacy
with_poi_tpos_IMG_1600,negative,labeled,legacy
with_poi_tpos_IMG_1601,negative,labeled,legacy
with_poi_tpos_IMG_1602,negative,labeled,legacy
with_poi_tpos_IMG_1603,negative,labeled,legacy
with_poi_tpos_IMG_1604,negative,labeled,legacy
with_poi_tpos_IMG_1605,negative,labeled,legacy
with_poi_tpos_IMG_1606,negative,labeled,legacy
with_poi_tpos_IMG_1607,negative,labeled,legacy
with_poi_tpos_IMG_1608,negative,labeled,legacy
with_poi_tpos_IMG_1609,negative,labeled,legacy
with_poi_tpos_IMG_1610,positive,labeled,legacy
with_poi_tpos_IMG_1611,negative,labeled,legacy
with_poi_tpos_IMG_1612,positive,labeled,legacy
with_poi_tpos_IMG_1613,negative,labeled,legacy
with_poi_tpos_IMG_1614,negative,labeled,legacy
with_poi_tpos_IMG_1615,negative,labeled,legacy
with_poi_tpos_IMG_1616,negative,labeled,legacy
with_poi_tpos_IMG_1617,negative,labeled,legacy
with_poi_tpos_IMG_1618,negative,labeled,legacy
with_poi_tpos_IMG_1619,negative,labeled,legacy
with_poi_tpos_IMG_1620,positive,labeled,legacy
with_poi_tpos_IMG_1621,positive,labeled,legacy
with_poi_tpos_IMG_1622,negative,labeled,legacy
with_poi_tpos_IMG_1623,negative,labeled,legacy
with_poi_tpos_IMG_1624,negative,labeled,legacy
with_poi_tpos_IMG_1625,negative,labeled,legacy
with_poi_tpos_IMG_1626,negative,labeled,legacy
with_poi_tpos_IMG_1627,negative,labeled,legacy
with_poi_tpos_IMG_1628,negative,labeled,legacy
with_poi_tpos_IMG_1629,negative,labeled,legacy
with_poi_tpos_IMG_1630,negative,labeled,legacy
with_poi_tpos_IMG_1631,negative,labeled,legacy
with_poi_tpos_IMG_1632,positive,labeled,legacy
with_poi_tpos_IMG_1633,negative,labeled,legacy
with_poi_tpos_IMG_1634,negative,labeled,legacy
with_poi_tpos_IMG_4689,negative,labeled,legacy
with_poi_tpos_IMG_4690,negative,labeled,legacy
with_poi_tpos_IMG_4691,negative,labeled,legacy
with_poi_tpos_IMG_4692,negative,labeled,legacy
with_poi_tpos_IMG_4693,negative,labeled,legacy
with_poi_tpos_IMG_4694,negative,labeled,legacy
with_poi_tpos_IMG_4695,negative,labeled,legacy
with_poi_tpos_IMG_4696,negative,labeled,legacy
with_poi_tpos_IMG_4697,negative,labeled,legacy
with_poi_tpos_IMG_4698,negative,labeled,legacy
with_poi_tpos_IMG_4699,negative,labeled,legacy
with_poi_tpos_IMG_4700,negative,labeled,legacy
with_poi_tpos_IMG_4701,negative,labeled,legacy
with_poi_tpos_IMG_4702,negative,labeled,legacy
with_poi_tpos_IMG_4703,negative,labeled,legacy
with_poi_tpos_IMG_4704,negative,labeled,legacy
with_poi_tpos_IMG_4705,negative,labeled,legacy
with_poi_tpos_IMG_4706,negative,labeled,legacy
with_poi_tpos_IMG_4707,negative,labeled,legacy
with_poi_tpos_IMG_4708,negative,labeled,legacy
with_poi_tpos_IMG_4709,negative,labeled,legacy
with_poi_tpos_IMG_4710,negative,labeled,legacy
with_poi_tpos_IMG_4711,negative,labeled,legacy
with_poi_tpos_IMG_4712,negative,labeled,legacy
with_poi_tpos_IMG_4713,negative,labeled,legacy
with_poi_tpos_IMG_4714,negative,labeled,legacy
with_poi_tpos_IMG_4715,negative,labeled,legacy
with_poi_tpos_IMG_4716,negative,labeled,legacy
with_poi_tpos_IMG_4717,negative,labeled,legacy
with_poi_tpos_IMG_4718,negative,labeled,legacy
with_poi_tpos_IMG_4719,negative,labeled,legacy
with_poi_tpos_IMG_4720,negative,labeled,legacy
with_poi_tpos_IMG_4721,negative,labeled,legacy
with_poi_tpos_IMG_4722,negative,labeled,legacy
with_poi_tpos_IMG_4723,negative,labeled,legacy
with_poi_tpos_IMG_4724,negative,labeled,legacy
with_poi_tpos_IMG_4725,negative,labeled,legacy
with_poi_tpos_IMG_4726,negative,labeled,legacy
with_poi_tpos_IMG_4727,negative,labeled,legacy
with_poi_tpos_IMG_4728,negative,labeled,legacy
with_poi_tpos_IMG_4729,negative,labeled,legacy
with_poi_tpos_IMG_4730,negative,labeled,legacy
with_poi_tpos_IMG_4731,negative,labeled,legacy
with_poi_tpos_IMG_4732,negative,labeled,legacy
with_poi_tpos_IMG_4733,negative,labeled,legacy
with_poi_tpos_IMG_4734,negative,labeled,legacy
with_poi_tpos_IMG_4735,negative,labeled,legacy
with_poi_tpos_IMG_4736,negative,labeled,legacy
with_poi_tpos_IMG_4737,negative,labeled,legacy
with_poi_tpos_IMG_4738,negative,labeled,legacy
with_poi_tpos_IMG_4739,negative,labeled,legacy
with_poi_tpos_IMG_4740,negative,labeled,legacy
with_poi_tpos_IMG_4741,negative,labeled,legacy
with_poi_tpos_IMG_4742,negative,labeled,legacy
with_poi_tpos_IMG_4743,negative,labeled,legacy
with_poi_tpos_IMG_4744,negative,labeled,legacy
with_poi_tpos_IMG_4745,negative,labeled,legacy
with_poi_tpos_IMG_4746,negative,labeled,legacy
with_poi_tpos_IMG_4747,negative,labeled,legacy
with_poi_tpos_IMG_4748,negative,labeled,legacy
with_poi_tpos_IMG_4749,negative,labeled,legacy
with_poi_tpos_IMG_4750,negative,labeled,legacy
with_poi_tpos_IMG_4751,negative,labeled,legacy
with_poi_tpos_IMG_4752,negative,labeled,legacy
with_poi_tpos_IMG_4753,negative,labeled,legacy
with_poi_tpos_IMG_4754,negative,labeled,legacy
with_poi_tpos_IMG_4755,negative,labeled,legacy
with_poi_tpos_IMG_4756,negative,labeled,legacy
with_poi_tpos_IMG_4757,negative,labeled,legacy
with_poi_tpos_IMG_4758,negative,labeled,legacy
with_poi_tpos_IMG_4759,negative,labeled,legacy
with_poi_tpos_IMG_4760,negative,labeled,legacy
with_poi_tpos_IMG_4761,negative,labeled,legacy
with_poi_tpos_IMG_4762,negative,labeled,legacy
with_poi_tpos_IMG_4763,negative,labeled,legacy
with_poi_tpos_IMG_4764,negative,labeled,legacy
with_poi_tpos_IMG_4765,negative,labeled,legacy
with_poi_tpos_IMG_4766,negative,labeled,legacy
with_poi_tpos_IMG_4767,negative,labeled,legacy
with_poi_tpos_IMG_4768,negative,labeled,legacy
with_poi_tpos_IMG_4769,negative,labeled,legacy
with_poi_tpos_IMG_4770,negative,labeled,legacy
with_poi_tpos_IMG_4771,negative,labeled,legacy
with_poi_tpos_IMG_4772,negative,labeled,legacy
with_poi_tpos_IMG_4773,negative,labeled,legacy
with_poi_tpos_IMG_4774,negative,labeled,legacy
with_poi_tpos_IMG_4775,negative,labeled,legacy
with_poi_tpos_IMG_4776,negative,labeled,legacy
with_poi_tpos_IMG_4777,negative,labeled,legacy
with_poi_tpos_IMG_4778,negative,labeled,legacy
with_poi_tpos_IMG_4779,negative,labeled,legacy
with_poi_tpos_IMG_4780,negative,labeled,legacy
with_poi_tpos_IMG_4781,negative,labeled,legacy
with_poi_tpos_IMG_4782,negative,labeled,legacy
with_poi_tpos_IMG_4783,negative,labeled,legacy
with_poi_tpos_IMG_4784,negative,labeled,legacy
with_poi_tpos_IMG_4785,negative,labeled,legacy
with_poi_tpos_IMG_4786,negative,labeled,legacy
with_poi_tpos_IMG_4787,negative,labeled,legacy
with_poi_tpos_IMG_4789,negative,labeled,legacy
with_poi_tpos_IMG_5739,positive,labeled,legacy
with_poi_tpos_IMG_5740,positive,labeled,legacy
with_poi_tpos_IMG_5741,positive,labeled,legacy
with_poi_tpos_IMG_5742,positive,labeled,legacy
with_poi_tpos_IMG_5743,positive,labeled,legacy
with_poi_tpos_IMG_5744,positive,labeled,legacy
with_poi_tpos_IMG_5745,positive,labeled,legacy
with_poi_tpos_IMG_5746,positive,labeled,legacy
with_poi_tpos_IMG_5747,positive,labeled,legacy
with_poi_tpos_IMG_5748,positive,labeled,legacy
with_poi_tpos_IMG_5749,positive,labeled,legacy
with_poi_tpos_IMG_5750,positive,labeled,legacy
with_poi_tpos_IMG_5751,positive,labeled,legacy
with_poi_tpos_IMG_5752,positive,labeled,legacy
with_poi_tpos_IMG_5753,positive,labeled,legacy
with_poi_tpos_IMG_5754,positive,labeled,legacy
with_poi_tpos_IMG_5755,positive,labeled,legacy
with_poi_tpos_IMG_5756,positive,labeled,legacy
with_poi_tpos_IMG_5757,positive,labeled,legacy
with_poi_tpos_IMG_5758,positive,labeled,legacy
with_poi_tpos_IMG_5759,positive,labeled,legacy
with_poi_tpos_IMG_5760,positive,labeled,legacy
with_poi_tpos_IMG_5761,positive,labeled,legacy
with_poi_tpos_IMG_5762,positive,labeled,legacy
with_poi_tpos_IMG_5763,positive,labeled,legacy
with_poi_tpos_IMG_5764,positive,labeled,legacy
with_poi_tpos_IMG_5765,positive,labeled,legacy
with_poi_tpos_IMG_5766,positive,labeled,legacy
with_poi_tpos_IMG_5767,positive,labeled,legacy
with_poi_tpos_IMG_5768,positive,labeled,legacy
with_poi_tpos_IMG_5769,positive,labeled,legacy
with_poi_tpos_IMG_5770,positive,labeled,legacy
with_poi_tpos_IMG_5771,positive,labeled,legacy
with_poi_tpos_IMG_5772,positive,labeled,legacy
with_poi_tpos_IMG_5773,positive,labeled,legacy
with_poi_tpos_IMG_5774,positive,labeled,legacy
with_poi_tpos_IMG_5775,positive,labeled,legacy
with_poi_tpos_IMG_5776,positive,labeled,legacy
with_poi_tpos_IMG_5777,positive,labeled,legacy
with_poi_tpos_IMG_5778,positive,labeled,legacy
with_poi_tpos_IMG_5779,positive,labeled,legacy
with_poi_tpos_IMG_5780,positive,labeled,legacy
with_poi_tpos_IMG_5781,positive,labeled,legacy
with_poi_tpos_IMG_5782,positive,labeled,legacy
with_poi_tpos_IMG_5783,positive,labeled,legacy
with_poi_tpos_IMG_5784,positive,labeled,legacy
with_poi_tpos_IMG_5785,positive,labeled,legacy
with_poi_tpos_IMG_5786,positive,labeled,legacy
with_poi_tpos_IMG_5787,positive,labeled,legacy
with_poi_tpos_IMG_5788,positive,labeled,legacy
with_poi_tpos_IMG_5789,positive,labeled,legacy
with_poi_tpos_IMG_5790,positive,labeled,legacy
with_poi_tpos_IMG_5791,positive,labeled,legacy
with_poi_tpos_IMG_5792,positive,labeled,legacy
with_poi_tpos_IMG_5793,positive,labeled,legacy
with_poi_tpos_IMG_5794,positive,labeled,legacy
with_poi_tpos_IMG_5795,positive,labeled,legacy
with_poi_tpos_IMG_5796,positive,labeled,legacy
with_poi_tpos_IMG_5797,positive,labeled,legacy
with_poi_tpos_IMG_5798,positive,labeled,legacy
with_poi_tpos_IMG_5799,positive,labeled,legacy
with_poi_tpos_IMG_5800,positive,labeled,legacy
with_poi_tpos_IMG_5801,positive,labeled,legacy
with_poi_tpos_IMG_5802,positive,labeled,legacy
with_poi_tpos_IMG_5803,positive,labeled,legacy
with_poi_tpos_IMG_5804,positive,labeled,legacy
with_poi_tpos_IMG_5805,positive,labeled,legacy
with_poi_tpos_IMG_5806,positive,labeled,legacy
with_poi_tpos_IMG_5807,positive,labeled,legacy
with_poi_tpos_IMG_5808,positive,labeled,legacy
with_poi_tpos_IMG_5809,positive,labeled,legacy
with_poi_tpos_IMG_5810,positive,labeled,legacy
with_poi_tpos_IMG_5811,positive,labeled,legacy
with_poi_tpos_IMG_5812,positive,labeled,legacy
with_poi_tpos_IMG_5813,positive,labeled,legacy
with_poi_tpos_IMG_5814,positive,labeled,legacy
with_poi_tpos_IMG_5815,positive,labeled,legacy
with_poi_tpos_IMG_5816,positive,labeled,legacy
with_poi_tpos_IMG_5817,positive,labeled,legacy
with_poi_tpos_IMG_5818,positive,labeled,legacy
with_poi_tpos_IMG_5819,positive,labeled,legacy
with_poi_tpos_IMG_5820,positive,labeled,legacy
with_poi_tpos_IMG_5821,positive,labeled,legacy
with_poi_tpos_IMG_5822,positive,labeled,legacy
with_poi_tpos_IMG_5823,positive,labeled,legacy
with_poi_tpos_IMG_5824,positive,labeled,legacy
with_poi_tpos_IMG_5825,positive,labeled,legacy
with_poi_tpos_IMG_5826,positive,labeled,legacy
with_poi_tpos_IMG_5827,positive,labeled,legacy
with_poi_tpos_IMG_5828,positive,labeled,legacy
with_poi_tpos_IMG_5829,positive,labeled,legacy
with_poi_tpos_IMG_5830,positive,labeled,legacy
with_poi_tpos_IMG_5831,positive,labeled,legacy
with_poi_tpos_IMG_5832,positive,labeled,legacy
with_poi_tpos_IMG_5833,positive,labeled,legacy
with_poi_tpos_IMG_5834,positive,labeled,legacy
with_poi_tpos_IMG_5835,positive,labeled,legacy
with_poi_tpos_IMG_5836,positive,labeled,legacy
with_poi_tpos_IMG_5837,positive,labeled,legacy
with_poi_tpos_IMG_5838,positive,labeled,legacy
with_poi_tpos_IMG_5839,positive,labeled,legacy
with_poi_tpos_IMG_6761,negative,labeled,legacy
with_poi_tpos_IMG_6762,negative,labeled,legacy
with_poi_tpos_IMG_6763,negative,labeled,legacy
with_poi_tpos_IMG_6764,negative,labeled,legacy
with_poi_tpos_IMG_6765,negative,labeled,legacy
with_poi_tpos_IMG_6766,negative,labeled,legacy
with_poi_tpos_IMG_6767,negative,labeled,legacy
with_poi_tpos_IMG_6768,negative,labeled,legacy
with_poi_tpos_IMG_6769,negative,labeled,legacy
with_poi_tpos_IMG_6770,negative,labeled,legacy
with_poi_tpos_IMG_6771,negative,labeled,legacy
with_poi_tpos_IMG_6772,negative,labeled,legacy
with_poi_tpos_IMG_6773,negative,labeled,legacy
with_poi_tpos_IMG_6774,negative,labeled,legacy
with_poi_tpos_IMG_6775,negative,labeled,legacy
with_poi_tpos_IMG_6776,negative,labeled,legacy
with_poi_tpos_IMG_6777,negative,labeled,legacy
with_poi_tpos_IMG_6778,negative,labeled,legacy
with_poi_tpos_IMG_6779,negative,labeled,legacy
with_poi_tpos_IMG_6780,negative,labeled,legacy
with_poi_tpos_IMG_6781,negative,labeled,legacy
with_poi_tpos_IMG_6782,negative,labeled,legacy
with_poi_tpos_IMG_6783,negative,labeled,legacy
with_poi_tpos_IMG_6784,negative,labeled,legacy
with_poi_tpos_IMG_6785,negative,labeled,legacy
with_poi_tpos_IMG_6786,negative,labeled,legacy
with_poi_tpos_IMG_6787,negative,labeled,legacy
with_poi_tpos_IMG_6788,negative,labeled,legacy
with_poi_tpos_IMG_6789,negative,labeled,legacy
with_poi_tpos_IMG_6790,negative,labeled,legacy
with_poi_tpos_IMG_6791,negative,labeled,legacy
with_poi_tpos_IMG_6792,negative,labeled,legacy
with_poi_tpos_IMG_6793,negative,labeled,legacy
with_poi_tpos_IMG_6794,negative,labeled,legacy
with_poi_tpos_IMG_6795,negative,labeled,legacy
with_poi_tpos_IMG_6796,negative,labeled,legacy
with_poi_tpos_IMG_6797,negative,labeled,legacy
with_poi_tpos_IMG_6798,negative,labeled,legacy
with_poi_tpos_IMG_6799,negative,labeled,legacy
with_poi_tpos_IMG_6800,negative,labeled,legacy
with_poi_tpos_IMG_6801,negative,labeled,legacy
with_poi_tpos_IMG_6802,negative,labeled,legacy
with_poi_tpos_IMG_6803,negative,labeled,legacy
with_poi_tpos_IMG_6804,negative,labeled,legacy
with_poi_tpos_IMG_6805,negative,labeled,legacy
with_poi_tpos_IMG_6806,negative,labeled,legacy
with_poi_tpos_IMG_6807,negative,labeled,legacy
with_poi_tpos_IMG_6808,negative,labeled,legacy
with_poi_tpos_IMG_6809,negative,labeled,legacy
with_poi_tpos_IMG_6810,negative,labeled,legacy
with_poi_tpos_IMG_6811,negative,labeled,legacy
with_poi_tpos_IMG_6812,negative,labeled,legacy
with_poi_tpos_IMG_6813,negative,labeled,legacy
with_poi_tpos_IMG_6814,negative,labeled,legacy
with_poi_tpos_IMG_6815,negative,labeled,legacy
with_poi_tpos_IMG_6816,negative,labeled,legacy
with_poi_tpos_IMG_6817,negative,labeled,legacy
with_poi_tpos_IMG_6818,negative,labeled,legacy
with_poi_tpos_IMG_6819,negative,labeled,legacy
with_poi_tpos_IMG_6820,negative,labeled,legacy
with_poi_tpos_IMG_6821,negative,labeled,legacy
with_poi_tpos_IMG_6822,negative,labeled,legacy
with_poi_tpos_IMG_6823,negative,labeled,legacy
with_poi_tpos_IMG_6824,negative,labeled,legacy
with_poi_tpos_IMG_6825,negative,labeled,legacy
with_poi_tpos_IMG_6826,negative,labeled,legacy
with_poi_tpos_IMG_6827,negative,labeled,legacy
with_poi_tpos_IMG_6828,negative,labeled,legacy
with_poi_tpos_IMG_6829,negative,labeled,legacy
with_poi_tpos_IMG_6830,negative,labeled,legacy
with_poi_tpos_IMG_6831,negative,labeled,legacy
with_poi_tpos_IMG_6832,negative,labeled,legacy
with_poi_tpos_IMG_6833,negative,labeled,legacy
with_poi_tpos_IMG_6834,negative,labeled,legacy
with_poi_tpos_IMG_6835,negative,labeled,legacy
with_poi_tpos_IMG_6836,negative,labeled,legacy
with_poi_tpos_IMG_6837,negative,labeled,legacy
with_poi_tpos_IMG_6838,negative,labeled,legacy
with_poi_tpos_IMG_6839,negative,labeled,legacy
with_poi_tpos_IMG_6840,negative,labeled,legacy
with_poi_tpos_IMG_6841,negative,labeled,legacy
with_poi_tpos_IMG_6842,negative,labeled,legacy
with_poi_tpos_IMG_6843,negative,labeled,legacy
with_poi_tpos_IMG_6844,negative,labeled,legacy
with_poi_tpos_IMG_6845,negative,labeled,legacy
with_poi_tpos_IMG_6846,negative,labeled,legacy
with_poi_tpos_IMG_6847,negative,labeled,legacy
with_poi_tpos_IMG_6848,negative,labeled,legacy
with_poi_tpos_IMG_6849,negative,labeled,legacy
with_poi_tpos_IMG_6850,negative,labeled,legacy
with_poi_tpos_IMG_6851,negative,labeled,legacy
with_poi_tpos_IMG_6852,negative,labeled,legacy
with_poi_tpos_IMG_6853,negative,labeled,legacy
with_poi_tpos_IMG_6854,negative,labeled,legacy
with_poi_tpos_IMG_6855,negative,labeled,legacy
with_poi_tpos_IMG_6856,negative,labeled,legacy
with_poi_tpos_IMG_6857,negative,labeled,legacy
with_poi_tpos_IMG_6858,negative,labeled,legacy
with_poi_tpos_IMG_6859,negative,labeled,legacy
with_poi_tpos_IMG_6860,negative,labeled,legacy
with_poi_tpos_IMG_6861,negative,labeled,legacy
with_poi_tpos_IMG_6862,negative,labeled,legacy
with_poi_tpos_IMG_6863,negative,labeled,legacy
with_poi_tpos_IMG_6864,negative,labeled,legacy
with_poi_tpos_IMG_6865,negative,labeled,legacy
with_poi_tpos_IMG_6866,negative,labeled,legacy
with_poi_tpos_IMG_6867,negative,labeled,legacy
with_poi_tpos_IMG_6868,negative,labeled,legacy
with_poi_tpos_IMG_6869,negative,labeled,legacy
with_poi_tpos_IMG_6870,negative,labeled,legacy
with_poi_tpos_IMG_6871,negative,labeled,legacy
with_poi_tpos_IMG_6872,negative,labeled,legacy
with_poi_tpos_IMG_6873,negative,labeled,legacy
with_poi_tpos_IMG_6874,negative,labeled,legacy
with_poi_tpos_IMG_6875,negative,labeled,legacy
with_poi_tpos_IMG_6876,negative,labeled,legacy
with_poi_tpos_IMG_6877,negative,labeled,legacy
with_poi_tpos_IMG_6878,negative,labeled,legacy
with_poi_tpos_IMG_6879,negative,labeled,legacy
with_poi_tpos_IMG_6880,negative,labeled,legacy
with_poi_tpos_IMG_6881,negative,labeled,legacy
with_poi_tpos_IMG_6882,negative,labeled,legacy
with_poi_tpos_IMG_6883,negative,labeled,legacy
with_poi_tpos_IMG_6884,negative,labeled,legacy
with_poi_tpos_IMG_6885,negative,labeled,legacy
with_poi_tpos_IMG_6886,negative,labeled,legacy
with_poi_tpos_IMG_6887,negative,labeled,legacy
with_poi_tpos_IMG_6888,negative,labeled,legacy
with_poi_tpos_IMG_6889,negative,labeled,legacy
with_poi_tpos_IMG_6890,negative,labeled,legacy
with_poi_tpos_IMG_6891,negative,labeled,legacy
with_poi_tpos_IMG_6892,negative,labeled,legacy
with_poi_tpos_IMG_6893,negative,labeled,legacy
with_poi_tpos_IMG_6894,negative,labeled,legacy
with_poi_tpos_IMG_6895,negative,labeled,legacy
with_poi_tpos_IMG_6896,negative,labeled,legacy
with_poi_tpos_IMG_6897,negative,labeled,legacy
with_poi_tpos_IMG_6898,negative,labeled,legacy
with_poi_tpos_IMG_6899,negative,labeled,legacy
with_poi_tpos_IMG_6900,negative,labeled,legacy
with_poi_tpos_IMG_6901,negative,labeled,legacy
with_poi_tpos_IMG_6902,negative,labeled,legacy
with_poi_tpos_IMG_6903,negative,labeled,legacy
with_poi_tpos_IMG_6904,negative,labeled,legacy
with_poi_tpos_IMG_6905,negative,labeled,legacy
with_poi_tpos_IMG_6906,negative,labeled,legacy
with_poi_tpos_IMG_6907,negative,labeled,legacy
with_poi_tpos_IMG_6908,negative,labeled,legacy
with_poi_tpos_IMG_6909,negative,labeled,legacy
with_poi_tpos_IMG_6910,negative,labeled,legacy
with_poi_tpos_IMG_6911,negative,labeled,legacy
with_poi_tpos_IMG_6912,negative,labeled,legacy
with_poi_tpos_IMG_6913,negative,labeled,legacy
with_poi_tpos_IMG_6914,negative,labeled,legacy
with_poi_tpos_IMG_6915,negative,labeled,legacy
with_poi_tpos_IMG_6916,negative,labeled,legacy
with_poi_tpos_IMG_6917,negative,labeled,legacy
with_poi_tpos_IMG_6918,negative,labeled,legacy
with_poi_tpos_IMG_6919,negative,labeled,legacy
with_poi_tpos_IMG_6920,negative,labeled,legacy
with_poi_tpos_IMG_6921,negative,labeled,legacy
with_poi_tpos_SH00065_08162cd3222a484592dbb02f48d05386,positive,labeled,legacy
with_poi_tpos_SH00065_195709d934b744a68970e0882b44acdc,negative,labeled,legacy
with_poi_tpos_SH00065_26408a0af44647339a9162155dbed90c,negative,labeled,legacy
with_poi_tpos_SH00065_2e86d3db0f7f4e53a0dc44ba540c5e4d,negative,labeled,legacy
with_poi_tpos_SH00065_3320d1f03d3542649bc67cbc3215cb28,negative,labeled,legacy
with_poi_tpos_SH00065_3511264f8ec94ad79867ab0f9ca3164d,negative,labeled,legacy
with_poi_tpos_SH00065_3d75b83410194561971f8ebc8697828d,negative,labeled,legacy
with_poi_tpos_SH00065_3ea4ad6ef5b54b4ab5773fdcbcb0dc2a,negative,labeled,legacy
